number_of_bids_or_proposals_received_prior_to_award_of_contract,explain_why_the_fair_market_value_is_less_than_the_contract_amount,postal_code,amount_expended_for_fiscal_year,city,address_line1,begin_date,procurement_description,address_line2,transaction_number,state,vendor_number,type_of_procurement,renewal_date,number_of_bids_and_proposal_received_from_mwbe_firms,page_number,amount_expended_for_life_to_date,status,award_date,end_date,province_region,fair_market_value,exemption_from_the_publication_requirements_of_article_4c_of_the_economic-development_law?,current_or_outstanding_balance,award_process,plus_4,"if_yes,_basis_for_exemption",country,is_the_vendor_a_minority_or_woman-owned_business_enterprise?,amount,does_the_contract_have_an_end_date,is_the_vendor_a_nys_or_foreign_business_enterprise?,vendor_name,were_mwbe_firms_solicited_as_part_of_this_procurement_proces
7,,10473,9856.68,BRONX,890 ZEREGA AVENUE,01/21/2011,81-21-0025 BELT V RIBBED ALTERNATOR,,J100707,NY,2238,Commodities/Supplies,,0,2238,34849.67,OPEN,01/21/2011,04/20/2013,,,No,1734.83,Authority Contract - Competitive Bid,,,USA,No,36584.5,Yes,NYS,CUMMINS POWER SYSTEMS LLC,No
4,,10473,0,BRONX,890 ZEREGA AVENUE,05/31/2013,6.00E+23 ACTUATOR FUEL CONTROL ETR.,,,NY,2239,Commodities/Supplies,,0,2239,0,OPEN,05/31/2013,08/30/2015,,,No,36192,Authority Contract - Competitive Bid,,,USA,No,36192,Yes,Foreign,CUMMINS POWER SYSTEMS LLC,Yes
3,,10473,36000,BRONX,890 ZEREGA AVENUE,07/25/2013,DIESEL GENERATOR - 100 KW - IN ACCORDANCE WITH MNR SPECIFICATIONS,,1000028211,NY,2240,Commodities/Supplies,,0,2240,36000,OPEN,08/01/2013,09/09/2013,,,,0,Authority Contract - Competitive Bid,,,USA,No,36000,Yes,NYS,CUMMINS POWER SYSTEMS LLC,Yes
5,,10473,0,BRONX,890 ZEREGA AVENUE,11/05/2013,6.00E+23 HARNESS WIRING ENGINE CONTROL MODULE,,,NY,2241,Commodities/Supplies,,0,2241,0,OPEN,11/05/2013,02/04/2016,,,No,35520.24,Authority Contract - Competitive Bid,,,USA,No,35520.24,Yes,Foreign,CUMMINS POWER SYSTEMS LLC,Yes
2,,10473,15960,BRONX,890 ZEREGA AVENUE,06/27/2012,6.00E+23 INSULATION INLET SECTION EXHAUST 5 INCH DIAMETER EXHAUST PIPES USED ON RTS/NOVA BUSES WITH DIESEL PARTICULATE FILTER AND SERIES 50 ENGINE,,,NY,2242,Commodities/Supplies,,0,2242,23940,OPEN,06/27/2012,09/26/2014,,,No,7980,Authority Contract - Competitive Bid,,,USA,No,31920,Yes,Foreign,CUMMINS POWER SYSTEMS LLC,Yes
6,,10473,14870.8,BRONX,890 ZEREGA AVENUE,09/11/2012,6.00E+23 VALVE PRESSURE RELIEF FUEL,,,NY,2243,Commodities/Supplies,,0,2243,14870.8,OPEN,09/11/2012,12/10/2014,,,No,16995.2,Authority Contract - Competitive Bid,,,USA,No,31866,Yes,Foreign,CUMMINS POWER SYSTEMS LLC,Yes
4,,10473,15164.56,BRONX,890 ZEREGA AVENUE,05/22/2013,81-29-0717 ELEMENT BREATHER ENGINE CRANKCASE,,J121464,NY,2244,Commodities/Supplies,,0,2244,15164.56,OPEN,05/22/2013,08/21/2015,,,No,16669.44,Authority Contract - Competitive Bid,,,USA,No,31834,Yes,NYS,CUMMINS POWER SYSTEMS LLC,No
4,,10473,0,BRONX,890 ZEREGA AVENUE,10/21/2013,6.00E+23 INLET CRT HOUSING 2003 NEW FLYER ARTIC,,,NY,2245,Commodities/Supplies,,0,2245,0,OPEN,10/21/2013,01/20/2016,,,No,31560,Authority Contract - Competitive Bid,,,USA,No,31560,Yes,Foreign,CUMMINS POWER SYSTEMS LLC,Yes
6,,10473,15705.24,BRONX,890 ZEREGA AVENUE,10/20/2011,6.00E+23 HARNESS WIRING ENGINE CONTROL MODULE,,,NY,2246,Commodities/Supplies,,0,2246,28792.94,OPEN,10/20/2011,01/19/2014,,,No,2617.54,Authority Contract - Competitive Bid,,,USA,No,31410.48,Yes,Foreign,CUMMINS POWER SYSTEMS LLC,Yes
3,,10473,0,BRONX,890 ZEREGA AVENUE,10/04/2013,6.00E+23 MODULE ENGINE CONTROL CUMMINS ENGINE,,,NY,2247,Commodities/Supplies,,0,2247,0,OPEN,10/04/2013,01/02/2015,,,No,29299.25,Authority Contract - Competitive Bid,,,USA,No,29299.25,Yes,Foreign,CUMMINS POWER SYSTEMS LLC,Yes
2,,10473,11589.76,BRONX,890 ZEREGA AVENUE,11/27/2012,87-21-0132 ELEMENT SAFETY,,PRB121392R,NY,2248,Commodities/Supplies,,0,2248,11589.76,OPEN,11/26/2012,02/25/2015,,,No,17066.24,Authority Contract - Competitive Bid,,,USA,No,28656,Yes,NYS,CUMMINS POWER SYSTEMS LLC,No
5,,10473,0,BRONX,890 ZEREGA AVENUE,04/25/2012,6.00E+23 PUMP WATER FOR CUMMINS HYBRID,,,NY,2249,Commodities/Supplies,,0,2249,15015,OPEN,03/16/2012,06/13/2014,,,No,11797.5,Authority Contract - Competitive Bid,,,USA,No,26812.5,Yes,Foreign,CUMMINS POWER SYSTEMS LLC,Yes
6,,10473,2445.28,BRONX,890 ZEREGA AVENUE,04/21/2013,81-21-0025 BELT V RIBBED ALT,,J121401,NY,2250,Commodities/Supplies,,0,2250,2445.28,OPEN,01/30/2013,04/29/2014,,,No,22796.32,Authority Contract - Competitive Bid,,,USA,No,25241.6,Yes,NYS,CUMMINS POWER SYSTEMS LLC,Yes
5,,10473,0,BRONX,890 ZEREGA AVENUE,11/05/2013,6.00E+23 SENSOR INTAKE PRESSURE,,,NY,2251,Commodities/Supplies,,0,2251,0,OPEN,11/05/2013,02/04/2016,,,No,25048,Authority Contract - Competitive Bid,,,USA,No,25048,Yes,Foreign,CUMMINS POWER SYSTEMS LLC,Yes
,,10473,9513.95,BRONX,890 ZEREGA AVENUE,03/05/2012,6.00E+23 Cummins Insite Lite Software Registration Renewals,,,NY,2252,Other,,0,2252,21923.45,OPEN,03/05/2012,03/04/2013,,24819,Yes,2895.55,Authority Contract - Non-Competitive Bid,,Cntrct Below dollar Threshold,USA,No,24819,Yes,Foreign,CUMMINS POWER SYSTEMS LLC,No
5,,10473,0,BRONX,890 ZEREGA AVENUE,12/27/2012,6.00E+23 HARNESS PCS CABLE ETR CONTROL MODULE WIRING,,,NY,2253,Commodities/Supplies,,1,2253,0,OPEN,12/27/2012,03/26/2015,,,No,24173.5,Authority Contract - Competitive Bid,,,USA,No,24173.5,Yes,Foreign,CUMMINS POWER SYSTEMS LLC,Yes
8,,10473,0,BRONX,890 ZEREGA AVENUE,01/17/2014,6.00E+23 BELT V RIBBED WATER PUMP DRIVE,,,NY,2254,Commodities/Supplies,,0,2254,0,OPEN,09/24/2013,04/16/2015,,,No,23856,Authority Contract - Competitive Bid,,,USA,No,23856,Yes,Foreign,CUMMINS POWER SYSTEMS LLC,Yes
5,,10473,0,BRONX,890 ZEREGA AVENUE,11/19/2010,HARNESS PCS CABLE ETR CONTROL MODULE,,C600955093,NY,2255,Commodities/Supplies,,0,2255,9422,OPEN,11/19/2010,02/19/2013,,,Yes,14133,Authority Contract - Competitive Bid,,Stock/QPL All vnd/Mnf/Aut,USA,No,23555,Yes,Foreign,CUMMINS POWER SYSTEMS LLC,Yes
1,,10473,4480.14,BRONX,890 ZEREGA AVENUE,06/26/2013,To Establish a One year Contract for Non-Warrenty work on cummins Diesel Engines,,6030092276,NY,2256,Other,,0,2256,11396.76,OPEN,06/26/2013,06/25/2014,,,,11953.24,Authority Contract - Competitive Bid,,,USA,No,23350,Yes,NYS,CUMMINS POWER SYSTEMS LLC,Yes
6,,10473,1776.88,BRONX,890 ZEREGA AVENUE,08/26/2010,87-21-0132 ELEMENT SAFETY AI,,C2J100687,NY,2257,Commodities/Supplies,,0,2257,18781.86,OPEN,08/26/2010,11/25/2012,,,No,3930.14,Authority Contract - Competitive Bid,,,USA,No,22712,Yes,NYS,CUMMINS POWER SYSTEMS LLC,No
3,,10473,4269.1,BRONX,890 ZEREGA AVENUE,09/26/2012,97-87-5109 ACTUATOR KIT TURBO,,J121321,NY,2258,Commodities/Supplies,,0,2258,4269.1,OPEN,06/26/2012,09/25/2014,,,No,18076.4,Authority Contract - Competitive Bid,,,USA,No,22345.5,Yes,NYS,CUMMINS POWER SYSTEMS LLC,Yes
1,,10473,4107.58,BRONX,890 ZEREGA AVENUE,11/29/2011,4.00E+23 36 MONTH CONTRACT FOR CUMMINS SPARE PARTS,,,NY,2259,Consulting Services,,1,2259,4107.58,OPEN,11/29/2011,11/28/2014,,,No,15892.42,Authority Contract - Competitive Bid,,,USA,No,20000,Yes,NYS,CUMMINS POWER SYSTEMS LLC,No
5,,10473,5110.8,BRONX,890 ZEREGA AVENUE,08/21/2013,6.00E+23 PUMP WATER CUMMINS ENGINE,,,NY,2260,Commodities/Supplies,,0,2260,5110.8,OPEN,08/21/2013,11/20/2014,,,No,13628.8,Authority Contract - Competitive Bid,,,USA,No,18739.6,Yes,Foreign,CUMMINS POWER SYSTEMS LLC,Yes
3,,10473,0,BRONX,890 ZEREGA AVENUE,03/08/2013,6.00E+23 Cummins Insite Lite Software Registration Renewals,,,NY,2261,Technology - Software,,0,2261,0,OPEN,03/08/2013,03/07/2014,,,Yes,18450,Authority Contract - Competitive Bid,,Cntrct Below dollar Threshold,USA,No,18450,Yes,Foreign,CUMMINS POWER SYSTEMS LLC,No
2,,10473,4363.6,BRONX,890 ZEREGA AVENUE,06/12/2013,6.00E+23 ACTUATOR FUEL PUMP FUEL CONTROL,,,NY,2262,Commodities/Supplies,,0,2262,4363.6,OPEN,06/12/2013,09/11/2014,,,No,11999.9,Authority Contract - Competitive Bid,,,USA,No,16363.5,Yes,Foreign,CUMMINS POWER SYSTEMS LLC,Yes
4,,10473,11506.25,BRONX,890 ZEREGA AVENUE,07/18/2013,6.00E+23 BREATHER ASSEMBLY CRANKCASE CUMMINS,,,NY,2263,Commodities/Supplies,,0,2263,11506.25,OPEN,07/18/2013,10/17/2014,,,No,4578.25,Authority Contract - Competitive Bid,,,USA,No,16084.5,Yes,NYS,CUMMINS POWER SYSTEMS LLC,Yes
6,,10473,0,BRONX,890 ZEREGA AVENUE,10/24/2013,88-39-0800 MODULE IGNITION CO,,J131632,NY,2264,Commodities/Supplies,,0,2264,0,OPEN,10/24/2013,01/23/2015,,,No,14884.2,Authority Contract - Competitive Bid,,,USA,No,14884.2,Yes,NYS,CUMMINS POWER SYSTEMS LLC,No
4,,10473,0,BRONX,890 ZEREGA AVENUE,05/07/2013,87-29-0642 MANIFOLD FUEL CUM,,J131528,NY,2265,Commodities/Supplies,,0,2265,0,OPEN,05/03/2013,08/02/2014,,,No,13504.7,Authority Contract - Competitive Bid,,,USA,No,13504.7,Yes,NYS,CUMMINS POWER SYSTEMS LLC,No
8,,10473,0,BRONX,890 ZEREGA AVENUE,01/17/2014,81-25-0003 BELT V RIBBED WAT,,J131647,NY,2266,Commodities/Supplies,,0,2266,0,OPEN,10/22/2013,01/16/2015,,,No,11928,Authority Contract - Competitive Bid,,,USA,No,11928,Yes,NYS,CUMMINS POWER SYSTEMS LLC,No
2,,10473,0,BRONX,890 ZEREGA AVENUE,06/17/2013,97-78-2010 VALVE EGR REPLACEMENT KIT,,J131577,NY,2267,Commodities/Supplies,,0,2267,0,OPEN,06/17/2013,09/16/2014,,,No,10827.36,Authority Contract - Competitive Bid,,,USA,No,10827.36,Yes,NYS,CUMMINS POWER SYSTEMS LLC,No
,,10473,802123,BRONX,890 ZEREGA AVENUE,,Multi-PO Under 15K to Same Vendor Goods Provided by Select Vendor,,,NY,2268,Commodities/Supplies,,,2268,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,CUMMINS POWER SYSTEMS LLC,
1,,11415,50686,KEW GARDENS,80-02 KEW GARDENS ROAD,07/01/2012,NEW CUMMINS ALLISON CONTRACT 5/1/12- 4/30/15,,1000017495,NY,2269,Other,,0,2269,51033,OPEN,07/24/2012,08/01/2012,,,,24933,Authority Contract - Competitive Bid,,,USA,No,75966,Yes,NYS,CUMMINS-ALLISON CORP,No
5,,11415,15789.6,KEW GARDENS,80-02 KEW GARDENS ROAD,11/05/2013,6.00E+23 COUNTER CURRENCY USED TO COUNT BILLS IN TOKEN BOOTHS. COUNTER MUST BE CAPABLE OF COUNTING AT LEAST 1000 NOTES PER MINUTE,,,NY,2270,Commodities/Supplies,,1,2270,15789.6,OPEN,11/05/2013,02/04/2016,,,No,17105.4,Authority Contract - Competitive Bid,,,USA,No,32895,Yes,NYS,CUMMINS-ALLISON CORP,Yes
,,11415,16510,KEW GARDENS,80-02 KEW GARDENS ROAD,,Multi-PO Under 15K to Same Vendor Goods Provided by Select Vendor,,,NY,2271,Commodities/Supplies,,,2271,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,CUMMINS-ALLISON CORP,
8,,13057,7391.28,EAST SYRACUSE,6805 CROSSBOW DR.,07/27/2011,6.00E+23 SEALANT PIPE SEALANT WITH TEFLON FOR USE ON METAL PIPE THREADS FITTINGS AND FLANGES ALSO USED O,,,NY,2272,Commodities/Supplies,,0,2272,27117.84,OPEN,07/19/2011,01/21/2013,,,No,2546.16,Authority Contract - Competitive Bid,,,USA,No,29664,Yes,NYS,CURBELL INC.,Yes
8,,11556,772000,UNIONDALE,ATTNSOUTH SHANAHAN,09/05/2011,REAL ESTATE BROKERAGE AND ADVISORY SERVICES,EAB PLAZA WEST TOWER 15 FL,11023-0100,NY,2273,Consulting Services,,1,2273,772000,OPEN,09/05/2011,08/31/2016,,,No,0,Authority Contract - Competitive Bid,0112,,USA,No,772000,Yes,NYS,CUSHMANWAKEFIELD INC.,Yes
17,,11556,0,UNIONDALE,ATTNS. SHANAHAN,06/01/2012,ON CALL REAL ESTATE APPRAISAL,EAB PLAZA WEST TOWER 15 FL,11207-1700,NY,2274,Consulting Services,,3,2274,0,OPEN,06/01/2012,05/31/2017,,,No,0.01,Authority Contract - Competitive Bid,0112,,USA,No,0.01,Yes,NYS,CUSHMANWAKEFIELD INC.,Yes
17,,11556,0,UNIONDALE,ATTN SOUTH SHANAHAN,06/01/2012,ON-CALL REAL ESTATE APPRAISAL SERVICES,EAB PLAZA WEST TOWER 15 FL,11207-0300,NY,2275,Consulting Services,,3,2275,0,OPEN,06/01/2012,05/24/2017,,,No,0.01,Authority Contract - Competitive Bid,0112,,USA,No,0.01,Yes,NYS,CUSHMANWAKEFIELD INC.,Yes
,,60693,159,CHICAGO,2542 Collection Center Drive,,Financial Services,,,IL,2276,Financial Services,,,2276,,COMPLETED,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,CUSIP Global Services,
,,12010,29859.84,AMSTERDAM,26 EAST MAINT STREET,,FILTER AIR CONDITIONING EVAPORATOR RETURN AIR ANDLOCO CARBODY 10 IN. X 20 IN. X 2 IN. PER MNR SPEC,PO BOX 768,1000027965,NY,2277,Commodities/Supplies,,,2277,,COMPLETED,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,NYS,CUSTOM AIR CONTROLS INC,
5,,12010,28704,AMSTERDAM,26 EAST MAINT STREET,12/17/2012,FILTER FRESH AIR INTAKE 12 IN. X 12 IN. X 2 IN.,PO BOX 768,1000022003,NY,2278,Commodities/Supplies,,0,2278,28704,OPEN,12/17/2012,09/11/2013,,,,0,Authority Contract - Competitive Bid,,,USA,No,28704,Yes,NYS,CUSTOM AIR CONTROLS INC,Yes
,,11419,0,SOUTH RICHMOND HILL,124-02 ATLANTIC AVENUE,,Tires and tubes,,C4BP03670,NY,2279,Commodities/Supplies,,,2279,,OPEN,,,,,,,Purchased Under State Contract,,,USA,No,,,NYS,CUSTOM BANDAG OF LONG ISLAND LLC,
2,,12309,15029,NISKAYUNA,1052 CORNELIUS AVENUE,03/13/2012,6.00E+23 COVER ASSEMBLY SIDE FRICTION BEARING WITH NON-ASBESTOS LINER USE FORGED OR CAST STEEL. FRICTION LINERS SHALL BE ADHERED TO PLATE BY FRICTION ADHESIVE R,,,NY,2280,Commodities/Supplies,,0,2280,29279,OPEN,03/13/2012,06/12/2014,,,No,94221,Authority Contract - Competitive Bid,,,USA,No,123500,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
4,,12309,0,NISKAYUNA,1052 CORNELIUS AVENUE,10/22/2010,BOX FUSE 0-30 AMP FOR THIRD RAIL,,C600952112,NY,2281,Commodities/Supplies,,0,2281,94760,OPEN,10/22/2010,01/22/2013,,,No,25990,Authority Contract - Competitive Bid,,,USA,No,120750,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
8,,12309,48928,NISKAYUNA,1052 CORNELIUS AVENUE,02/23/2012,6.00E+23 RETAINER ONLY REAR HUB L/H AND R/H,,,NY,2282,Commodities/Supplies,,0,2282,76208,OPEN,11/23/2011,02/21/2014,,,No,20592,Authority Contract - Competitive Bid,,,USA,No,96800,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
4,,12309,0,NISKAYUNA,1052 CORNELIUS AVENUE,05/16/2011,6.00E+23 BUSHING FOR SWINGER HANGER ASSEMBLY,,,NY,2283,Commodities/Supplies,,1,2283,19760,OPEN,05/16/2011,08/15/2013,,,No,54340,Authority Contract - Competitive Bid,,,USA,No,74100,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
3,,12309,17128,NISKAYUNA,1052 CORNELIUS AVENUE,09/13/2011,6.00E+23 WAUGHMAT RUBBER DUROMETER 70-85 SHORE A USED ON DRAFT GEAR. PLATE MUST BE GALVANIZED NOTE PART,,,NY,2284,Commodities/Supplies,,1,2284,62800,OPEN,08/12/2011,12/10/2013,,,No,9200,Authority Contract - Competitive Bid,,,USA,No,72000,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
8,,12309,418,NISKAYUNA,1052 CORNELIUS AVENUE,10/15/2010,BUSHING SWING HANGERS USED ON TRUCK,,C600951098,NY,2285,Commodities/Supplies,,0,2285,44308,OPEN,10/15/2010,01/15/2013,,,No,18392,Authority Contract - Competitive Bid,,,USA,No,62700,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
6,,12309,0,NISKAYUNA,1052 CORNELIUS AVENUE,12/31/2013,6.00E+23 RETAINER ONLY REAR HUB L/H AND R/H,,,NY,2286,Commodities/Supplies,,0,2286,0,OPEN,12/31/2013,03/30/2016,,,No,62700,Authority Contract - Competitive Bid,,,USA,No,62700,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
2,,12309,12000,NISKAYUNA,1052 CORNELIUS AVENUE,06/29/2011,6.00E+23 BOARD SIDE ASSEMBLY COMPLETE WITH HARDWARE SOUTHERN YELLOW PINE SHORT LEAF,,,NY,2287,Commodities/Supplies,,0,2287,38400,OPEN,06/29/2011,09/23/2013,,,No,21600,Authority Contract - Competitive Bid,,,USA,No,60000,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
2,,12309,10800,NISKAYUNA,1052 CORNELIUS AVENUE,06/29/2011,6.00E+23 BOARD SIDE END ASSEMBLY COMPLETE WITH HARDWARE SOUTHERN YELLOW PINE SHORT LEAF,,,NY,2288,Commodities/Supplies,,0,2288,28800,OPEN,06/29/2011,09/23/2013,,,No,19200,Authority Contract - Competitive Bid,,,USA,No,48000,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
6,,12309,5760,NISKAYUNA,1052 CORNELIUS AVENUE,06/24/2010,BRACKET FULCRUM CONTACT SHOE,,C600939850,NY,2289,Commodities/Supplies,,0,2289,35600,OPEN,06/24/2010,09/24/2012,,,No,4400,Authority Contract - Competitive Bid,,,USA,No,40000,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
8,,12309,6200,NISKAYUNA,1052 CORNELIUS AVENUE,07/30/2010,PIN FOR DRAWBAR ASSEMBLY,,C600943269,NY,2290,Commodities/Supplies,,0,2290,37200,OPEN,07/30/2010,10/30/2012,,,No,1550,Authority Contract - Competitive Bid,,,USA,No,38750,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
6,,12309,5328,NISKAYUNA,1052 CORNELIUS AVENUE,11/04/2011,6.00E+23 CUSHION INSULATING PEDESTAL AND EQUALIZING BAR RUBBER,,,NY,2291,Commodities/Supplies,,1,2291,17168,OPEN,08/12/2011,02/03/2014,,,No,18352,Authority Contract - Competitive Bid,,,USA,No,35520,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
3,,12309,21000,NISKAYUNA,1052 CORNELIUS AVENUE,05/22/2013,6.00E+23 PAD RUBBER FOR SUSPENSION POST AND CAPU/W GEAR UNIT MODEL 7GA25A1TRACTION MOTORS W.E. 1447G.E. 1240A4 DUROMETER 60 PLUS/MINUS 5 TENSILE STRENGTH 3300 P,,,NY,2292,Commodities/Supplies,,1,2292,21000,OPEN,05/22/2013,08/21/2014,,,No,14000,Authority Contract - Competitive Bid,,,USA,No,35000,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
1,,12309,14670,NISKAYUNA,1052 CORNELIUS AVENUE,03/26/2013,6.00E+23 BOARD END ASSEMBLY COMPLETE WITH HARDWARE AND MOUNTED BACKUPWHISTLE VALVE HOLDER AND SUPPORT,,,NY,2293,Commodities/Supplies,,0,2293,14670,OPEN,03/26/2013,01/18/2014,,,No,19560,Authority Contract - Competitive Bid,,,USA,No,34230,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
5,,12309,8497.5,NISKAYUNA,1052 CORNELIUS AVENUE,03/13/2012,6.00E+23 CUSHION INSULATING BOLSTER SPRING.,,,NY,2294,Commodities/Supplies,,0,2294,14935,OPEN,03/13/2012,06/12/2014,,,No,15965,Authority Contract - Competitive Bid,,,USA,No,30900,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
8,,12309,3301.2,NISKAYUNA,1052 CORNELIUS AVENUE,10/15/2010,BUSHING STEEL 1.375 OD X 1.065 ID,,C600951094,NY,2295,Commodities/Supplies,,0,2295,30811.2,OPEN,10/15/2010,01/15/2013,,,No,6.55,Authority Contract - Competitive Bid,,,USA,No,30817.75,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
6,,12309,9416.25,NISKAYUNA,1052 CORNELIUS AVENUE,10/03/2011,6.00E+23 BOLT TRIP COCK SPECIAL MACHINED USED WITH WABCO TYPE D1 AND D1A,,,NY,2296,Commodities/Supplies,,1,2296,23996.25,OPEN,10/03/2011,01/03/2014,,,No,5163.75,Authority Contract - Competitive Bid,,,USA,No,29160,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
2,,12309,14960,NISKAYUNA,1052 CORNELIUS AVENUE,06/28/2011,6.00E+23 BOARD INTERMEDIATE SIDE ASSEMBLY COMPLETE WITH HARDWARE FOR R101 FLATCARSSOUTHERN YELLOW PINE,,,NY,2297,Commodities/Supplies,,0,2297,26400,OPEN,06/28/2011,09/23/2013,,,No,2640,Authority Contract - Competitive Bid,,,USA,No,29040,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
4,,12309,380.8,NISKAYUNA,1052 CORNELIUS AVENUE,11/08/2010,BLOCK TRIP COCK SNOW FOR ALL SOUTHERN,,C600951847,NY,2298,Commodities/Supplies,,0,2298,23881.6,OPEN,10/21/2010,01/21/2013,,,No,598.4,Authority Contract - Competitive Bid,,,USA,No,24480,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
2,,12309,10780,NISKAYUNA,1052 CORNELIUS AVENUE,06/29/2011,6.00E+23 BOARD SIDE ASSEMBLY FOR FLAT CAR. MATERIAL FOR WOOD SHALL BESOUTHERN YELLOW PINEIN ACCORDANCE WITH AAR SPECIFICATION M-907 GRADING GROUP IX SE,,,NY,2299,Commodities/Supplies,,0,2299,19580,OPEN,06/29/2011,09/23/2013,,,No,3520,Authority Contract - Competitive Bid,,,USA,No,23100,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
2,,12309,8980,NISKAYUNA,1052 CORNELIUS AVENUE,08/09/2013,6.00E+23 BOARD END ASSEMBLY COMPLETE WITH HARDWARE AND HANDRAIL AND WHISTLE VALVE BRACKET INSTALLED AS PER NYCT DRAWINGS R101-34 REV.B R101-42 REV.C AN,,,NY,2300,Commodities/Supplies,,0,2300,8980,OPEN,08/09/2013,11/09/2015,,,No,13470,Authority Contract - Competitive Bid,,,USA,No,22450,Yes,NYS,CUSTOM MANUFACTURING SOLUTIONS INC,Yes
,,12309,78667,NISKAYUNA,1052 CORNELIUS AVENUE,,Multi-PO Under 15K to Same Vendor Goods Provided by Select Vendor,,,NY,2301,Commodities/Supplies,,,2301,,OPEN,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,CUSTOM MANUFACTURING SOLUTIONS INC,
,,06801,0,BETHEL,4 RESEARCH DRIVE,02/13/2013,Maintenance and Repair of the two 2 Class 3 Vaults at the Consolidated Revenue Facility,,6030077459,CT,2302,Other Professional Services,,0,2302,0,OPEN,02/13/2013,02/12/2014,,15000,,15000,Authority Contract - Non-Competitive Bid,,,USA,No,15000,Yes,Foreign,CUSTOM VAULT CORPORATION,No
4,,07022,43512,FAIRVIEW,711 W. PROSPECT AVE,08/22/2011,6.00E+23 PALLETS 48 X 40 STRINGER CLASS PARTIAL FOUR 4 WAY ENTRY. CLASS 1 OR 21 HARDWOODS SPECIES PER,,,NJ,2303,Commodities/Supplies,,1,2303,217560,OPEN,07/26/2011,02/22/2013,,,No,10878,Authority Contract - Competitive Bid,,,USA,No,228438,Yes,Foreign,CUTLER BROSBOX LUMBER CO.,Yes
1,,15264,795000,PITTSBURGH,PO BOX643343,02/13/2013,6.00E+23 TIE CONCRETE 8-6LONG FOR USE WITH 115RE RAIL AND STANDARD 4-8 1/2GAUGE. TIE TO BE SUPPLIED COMPLETE WITH FOUR4 EACH OFF THE RAIL FASTENING SHOULDERS I,,,PA,2304,Commodities/Supplies,,0,2304,795000,OPEN,02/13/2013,02/12/2014,,,No,1113000,Authority Contract - Competitive Bid,3343,,USA,No,1908000,Yes,Foreign,CXT INC.,Yes
6,,07206,0,ELIZABETH,DBA DEEP GREEN OF NEW YORK,09/20/2013,Removal Trans Disp. of Waste,201 SOUTH FIRST STREET,12-HS-2908,NJ,2305,Design and Construction/Maintenance,,0,2305,0,OPEN,09/20/2013,09/19/2017,,,No,109982,Authority Contract - Competitive Bid,,,USA,No,109982,Yes,Foreign,CYCLE CHEM INC.,Yes
2,,68467,0,YORK,PO BOX 366,07/23/2013,6.00E+23 Furnish Deliver and Test One 1 Bulk Sand Distribution System,,,NE,2306,Other,,0,2306,0,OPEN,07/23/2013,07/22/2014,,,No,175646,Authority Contract - Competitive Bid,,,USA,No,175646,Yes,Foreign,CYCLONAIRE CORPORATION,Yes
,,10005,154900.01,NEW YORK,2 Wall Street,01/07/2004,Environmental/Real Estate,,,NY,2307,Legal Services,,0,2307,5597408.65,OPEN,01/07/2004,,,,No,0,Authority Contract - Competitive Bid,2072,,USA,No,154900.01,No,NYS,Carter Ledyard Milburn,Yes
,,10005,12520,NEW YORK,2 Wall Street,,Legal Services,,,NY,2308,Legal Services,,,2308,,COMPLETED,,,,,,,Non Contract Procurement/Purchase Order,,,USA,No,,,,Carter LedyardMilburn LLP,
,,10005,0,NEW YORK,2 Wall Street,01/07/2004,Real Estate,,,NY,2309,Legal Services,,0,2309,264483,OPEN,01/07/2004,,,,No,0,Authority Contract - Competitive Bid,2008,,USA,No,0,No,NYS,Ceccarelli Weprin,Yes
