number_of_bids_or_proposals_received_prior_to_award_of_contract,explain_why_the_fair_market_value_is_less_than_the_contract_amount,postal_code,amount_expended_for_fiscal_year,city,address_line1,begin_date,procurement_description,address_line2,transaction_number,state,vendor_number,type_of_procurement,renewal_date,number_of_bids_and_proposal_received_from_mwbe_firms,page_number,amount_expended_for_life_to_date,status,award_date,end_date,province_region,fair_market_value,exemption_from_the_publication_requirements_of_article_4c_of_the_economic-development_law?,current_or_outstanding_balance,award_process,plus_4,"if_yes,_basis_for_exemption",country,is_the_vendor_a_minority_or_woman-owned_business_enterprise?,amount,does_the_contract_have_an_end_date,is_the_vendor_a_nys_or_foreign_business_enterprise?,vendor_name,were_mwbe_firms_solicited_as_part_of_this_procurement_proces
6,,13424,3786,ORISKANY,165 BASE RD,04/20/2010,C600924422 PUMP POWER STEERING,,,NY,2787,Commodities/Supplies,,0,2787,50164.5,OPEN,01/20/2010,04/20/2012,,,No,53950.5,Authority Contract - Competitive Bid,,,USA,No,104115,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,Yes
5,,13424,7975,ORISKANY,165 BASE RD,04/05/2010,C600922563 VALVE SOLENOID 24V WATER SHUT SPECIAL,,,NY,2788,Commodities/Supplies,,0,2788,53432.5,OPEN,01/04/2010,04/04/2012,,,No,50242.5,Authority Contract - Competitive Bid,,,USA,No,103675,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,Yes
1,,13424,0,ORISKANY,165 BASE RD,11/16/2012,BALL JOINT ASSEMBLY STEERING ARM RIGHT HAND THREAD,,0600000000000000000003927,NY,2789,Commodities/Supplies,,0,2789,0,OPEN,11/16/2012,01/15/2015,,102750,Yes,102750,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,102750,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
0,,13424,21013.3,ORISKANY,165 BASE RD,05/24/2010,C600928069 MOTOR WIPER ROADSIDE ASSEMBLY,,,NY,2790,Commodities/Supplies,,0,2790,87055.1,OPEN,02/24/2010,05/24/2012,,102065,No,15009.5,Authority Contract - Non-Competitive Bid,,,USA,No,102064.6,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
0,,13424,44341.5,ORISKANY,165 BASE RD,11/15/2010,C600944693 BALL JOINT ASSEMBLY STEERING ARM,,,NY,2791,Commodities/Supplies,,0,2791,98777,OPEN,08/16/2010,11/16/2012,,100940,No,2163,Authority Contract - Non-Competitive Bid,,,USA,No,100940,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,0,ORISKANY,165 BASE RD,12/13/2012,FLEX SHAFT SQUARE SHAFT WITH FLANGE MOUNTED TO ROTARY FOR RAMP-FLEX SHAFT INSTALLATION.,,0600000000000000000004114,NY,2792,Commodities/Supplies,,0,2792,0,OPEN,12/13/2012,03/12/2015,,100815,Yes,100815,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,100815,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
6,,13424,63559.35,ORISKANY,165 BASE RD,08/06/2010,C600940258 MODULE I/O CONTROL 32 LED,,,NY,2793,Commodities/Supplies,,0,2793,99981,OPEN,06/29/2010,09/28/2012,,,No,0,Authority Contract - Competitive Bid,,,USA,No,99981,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,Yes
10,,13424,41487.55,ORISKANY,165 BASE RD,02/03/2012,"PRB110977 85-75-0027 DRUM, BRAKE, TRAILI",,,NY,2794,Commodities/Supplies,,0,2794,41487.55,OPEN,11/03/2011,02/02/2013,,,No,58482.45,Authority Contract - Competitive Bid,,,USA,No,99970,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,Yes
3,,13424,13693.35,ORISKANY,165 BASE RD,05/15/2009,C600893660 ALTERNATOR REPAIR KIT,,,NY,2795,Commodities/Supplies,,0,2795,98691.45,OPEN,04/03/2009,12/30/2011,,,No,993.3,Authority Contract - Competitive Bid,,,USA,No,99684.75,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,Yes
0,,13424,43522,ORISKANY,165 BASE RD,09/16/2010,C600947514 PANEL ASSEMBLY TAIL LIGHT CURBSIDE,,,NY,2796,Commodities/Supplies,,0,2796,97693,OPEN,09/16/2010,12/14/2012,,98156,No,463,Authority Contract - Non-Competitive Bid,,,USA,No,98156,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
0,,13424,4900,ORISKANY,165 BASE RD,05/07/2009,C600893295 BUMPER EXTENSION SIDE ENGINE,,,NY,2797,Commodities/Supplies,,0,2797,67375,OPEN,04/01/2009,12/30/2011,,,No,30625,Authority Contract - Non-Competitive Bid,,,USA,No,98000,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
0,,13424,50400,ORISKANY,165 BASE RD,07/28/2010,C600942975 CABLE PCS TO GENERATOR,,,NY,2798,Commodities/Supplies,,0,2798,86400,OPEN,07/28/2010,10/26/2012,,97200,No,10800,Authority Contract - Non-Competitive Bid,,,USA,No,97200,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,31280,ORISKANY,165 BASE RD,03/14/2012,DOOR ASSEMBLY SIDE ENGINE,,0600000000000000000001708,NY,2799,Commodities/Supplies,,0,2799,31280,OPEN,12/14/2011,06/14/2014,,96968,Yes,65688,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,96968,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
7,,13424,13876.9,ORISKANY,165 BASE RD,11/08/2011,J110974 76-29-0217 SHOCK ABSORBER ASSE,,,NY,2800,Commodities/Supplies,,0,2800,13876.9,OPEN,08/08/2011,11/07/2013,,,No,82618.1,Authority Contract - Competitive Bid,,,USA,No,96495,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,Yes
,,13424,38389.5,ORISKANY,165 BASE RD,08/01/2012,"OMJ111143 80-25-0034 - TANK ASSEMBLY, HY",,,NY,2801,Commodities/Supplies,,,2801,38389.5,OPEN,08/01/2012,10/31/2014,,95973.75,Yes,57584.25,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,95973.75,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,34787.94,ORISKANY,165 BASE RD,03/29/2012,J111050 88-27-0546 - SENSOR ASSEMBLY K,,,NY,2802,Commodities/Supplies,,0,2802,34787.94,OPEN,12/29/2011,03/28/2014,,,No,58506.99,Authority Contract - Competitive Bid,,,USA,No,93294.93,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,Yes
1,,13424,43070.28,ORISKANY,165 BASE RD,04/03/2012,STEERING GEAR/PITMAN ARM ASSEMBLY,,0600000000000000000002558,NY,2803,Commodities/Supplies,,0,2803,43070.28,OPEN,04/03/2012,07/03/2014,,92993,Yes,49922.37,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,92992.65,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,26163,ORISKANY,165 BASE RD,08/02/2012,FILTER ELEMENT MAIN HYDRAULIC TANK RETURN,,0600000000000000000003320,NY,2804,Commodities/Supplies,,0,2804,26163,OPEN,08/02/2012,11/01/2014,,92340,Yes,66177,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,92340,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,48443.2,ORISKANY,165 BASE RD,03/13/2012,VALVE LEVELING,,0600000000000000000002343,NY,2805,Commodities/Supplies,,0,2805,48443.2,OPEN,03/13/2012,06/12/2014,,92064,Yes,43620.8,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,92064,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,0,ORISKANY,165 BASE RD,09/06/2012,TANK FUEL WELDMENT 100 GALLON,,0600000000000000000003540,NY,2806,Commodities/Supplies,,0,2806,0,OPEN,09/06/2012,12/05/2014,,91913,Yes,91912.5,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,91912.5,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,21103.32,ORISKANY,165 BASE RD,05/07/2012,MOTOR WIPER CURBSIDE ASSEMBLY,,0600000000000000000002835,NY,2807,Commodities/Supplies,,0,2807,21103.32,OPEN,05/07/2012,08/06/2014,,91258,Yes,70154.28,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,91257.6,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,2851.8,ORISKANY,165 BASE RD,07/02/2012,MOTOR WIPER ROADSIDE ASSEMBLY,,0600000000000000000003143,NY,2808,Commodities/Supplies,,0,2808,2851.8,OPEN,07/02/2012,10/01/2014,,91258,Yes,88405.8,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,91257.6,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,65578.5,ORISKANY,165 BASE RD,04/16/2012,RADIATOR/ CAC/ OIL COOLER ASSEMBLY 3 STAGE MODULE,,0600000000000000000002669,NY,2809,Commodities/Supplies,,0,2809,65578.5,OPEN,04/16/2012,07/15/2013,,91081.25,Yes,25502.75,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,91081.25,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,39776.22,ORISKANY,165 BASE RD,12/26/2011,DOOR SIDE ENGINE WITH SLAM LATCH,,0600000000000000000001620,NY,2810,Commodities/Supplies,,0,2810,39776.22,OPEN,11/30/2011,06/01/2014,,90401,Yes,50624.28,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,90400.5,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
0,,13424,7221.76,ORISKANY,165 BASE RD,03/29/2010,C600931452 BUMPER EXTENSION RADIATOR SIDE ROADSIDE,,,NY,2811,Commodities/Supplies,,0,2811,49649.6,OPEN,03/29/2010,06/29/2012,,90272,No,40622.4,Authority Contract - Non-Competitive Bid,,,USA,No,90272,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
0,,13424,45783.5,ORISKANY,165 BASE RD,12/06/2010,C600947956 BALL JOINT ASSEMBLY PITMAN ARM LEFT,,,NY,2812,Commodities/Supplies,,0,2812,77147,OPEN,09/21/2010,12/21/2012,,90125,No,12978,Authority Contract - Non-Competitive Bid,,,USA,No,90125,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
0,,13424,13470,ORISKANY,165 BASE RD,02/05/2010,C600926147 TANK ASSEMBLY HYDRAULIC HYBRID,,,NY,2813,Commodities/Supplies,,0,2813,85310,OPEN,02/04/2010,05/04/2012,,,No,4490,Authority Contract - Non-Competitive Bid,,,USA,No,89800,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,21310.08,ORISKANY,165 BASE RD,05/07/2012,RAMP-FLEX SHAFT FOR RAMP-FLEX SHAFT INSTALLATION,,0600000000000000000002833,NY,2814,Commodities/Supplies,,0,2814,21310.08,OPEN,05/07/2012,08/06/2014,,88792,Yes,67481.92,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,88792,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
0,,13424,26571,ORISKANY,165 BASE RD,08/31/2010,C600946129 DOOR ASSEMBLY SIDE RADIATOR,,,NY,2815,Commodities/Supplies,,0,2815,76170.2,OPEN,08/31/2010,11/30/2012,,88570,No,12399.8,Authority Contract - Non-Competitive Bid,,,USA,No,88570,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
8,,13424,31661,ORISKANY,165 BASE RD,06/12/2012,GEAR ASSEMBLY RING & PINION 5.13 RATIO,,0600000000000000000003041,NY,2816,Commodities/Supplies,,1,2816,31661,OPEN,06/12/2012,09/11/2015,,,No,56537.5,Authority Contract - Competitive Bid,,,USA,No,88198.5,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,Yes
,,13424,25677,ORISKANY,165 BASE RD,04/15/2010,"C2OMJ100604 80-25-0003    FILTER, ELEMENT, M",,,NY,2817,Commodities/Supplies,,,2817,87075,OPEN,04/15/2010,07/23/2012,,87075,Yes,0,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,87075,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
7,,13424,15976.35,ORISKANY,165 BASE RD,08/16/2012,HARNESS WIRING,,0600000000000000000003392,NY,2818,Commodities/Supplies,,2,2818,15976.35,OPEN,08/16/2012,11/15/2014,,,No,70050.15,Authority Contract - Competitive Bid,,,USA,No,86026.5,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,Yes
1,,13424,11970,ORISKANY,165 BASE RD,07/27/2012,CABLE PCS TO GENERATOR,,0600000000000000000003287,NY,2819,Commodities/Supplies,,0,2819,11970,OPEN,07/27/2012,10/26/2014,,85500,Yes,73530,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,85500,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,38389.5,ORISKANY,165 BASE RD,05/07/2012,TANK ASSEMBLY HYDRAULIC HYBRID,,0600000000000000000002287,NY,2820,Commodities/Supplies,,0,2820,38389.5,OPEN,03/07/2012,08/07/2014,,85310,Yes,46920.5,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,85310,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,32395.38,ORISKANY,165 BASE RD,03/16/2012,BOARD PCB MAIN ELECTRICAL PANEL,,0600000000000000000002381,NY,2821,Commodities/Supplies,,0,2821,32395.38,OPEN,03/16/2012,06/15/2014,,85251,Yes,52855.62,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,85251,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
,,13424,15402,ORISKANY,165 BASE RD,09/09/2010,C2OMJ100704 88-19-0110 Booster Blower,,,NY,2822,Commodities/Supplies,,,2822,56172,OPEN,09/09/2010,11/30/2012,,85164,Yes,28992,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,85164,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,14167.32,ORISKANY,165 BASE RD,08/24/2012,"PRB121163 79-25-0039 PUMP ASSEMBLY, CIRC",,,NY,2823,Commodities/Supplies,,0,2823,14167.32,OPEN,05/24/2012,08/23/2014,,,No,70836.6,Authority Contract - Competitive Bid,,,USA,No,85003.92,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,Yes
0,,13424,29354.24,ORISKANY,165 BASE RD,02/14/2011,C600954540 GLAZING LOWER PACKAGED 5 PER CRATE.,,,NY,2824,Commodities/Supplies,,0,2824,67193.69,OPEN,11/16/2010,02/15/2013,,84852.1,No,17658.41,Authority Contract - Non-Competitive Bid,,,USA,No,84852.1,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
0,,13424,24015.2,ORISKANY,165 BASE RD,02/24/2010,C600928071 MOTOR WIPER CURBSIDE ASSEMBLY,,,NY,2825,Commodities/Supplies,,0,2825,80450.92,OPEN,02/24/2010,05/24/2012,,,No,3602.28,Authority Contract - Non-Competitive Bid,,,USA,No,84053.2,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
0,,13424,11725,ORISKANY,165 BASE RD,11/30/2009,C600907998 TANK HYDRAULIC,,,NY,2826,Commodities/Supplies,,0,2826,77050,OPEN,08/24/2009,12/30/2011,,,No,6700,Authority Contract - Non-Competitive Bid,,,USA,No,83750,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
6,,13424,20702.02,ORISKANY,165 BASE RD,08/03/2011,J110884 76-11-0005    SHOCK ABSORBER ASS,,,NY,2827,Commodities/Supplies,,0,2827,28756.12,OPEN,08/03/2011,11/02/2012,,,No,54767.88,Authority Contract - Competitive Bid,,,USA,No,83524,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,Yes
,,13424,0,ORISKANY,165 BASE RD,05/24/2012,OM111088 97-79-3004 - RADIATOR ASSEMBLY,,,NY,2828,Commodities/Supplies,,,2828,0,OPEN,02/24/2012,05/23/2014,,83274.45,Yes,83274.45,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,83274.45,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
0,,13424,13325,ORISKANY,165 BASE RD,04/19/2010,C600930550 GOVERNOR REMOTE MOUNT ASSEMBLY,,,NY,2829,Commodities/Supplies,,0,2829,76260,OPEN,03/22/2010,06/22/2012,,82000,No,5740,Authority Contract - Non-Competitive Bid,,,USA,No,82000,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,0,ORISKANY,165 BASE RD,12/12/2012,VALVE ASSEMBLY KNEELING MODULE,,0600000000000000000004110,NY,2830,Commodities/Supplies,,0,2830,0,OPEN,12/12/2012,03/11/2015,,81733,Yes,81732.6,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,81732.6,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,Yes
,,13424,16698.15,ORISKANY,165 BASE RD,09/17/2012,"OMJ121277 80-25-0003 - filter, main hydraulic tank return",,,NY,2831,Commodities/Supplies,,,2831,16698.15,OPEN,09/17/2012,12/16/2014,,80797.5,Yes,64099.35,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,80797.5,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
7,,13424,30150,ORISKANY,165 BASE RD,01/10/2012,PEDAL ELECTRIC THROTTLE 45 DEGREE,,0600000000000000000001852,NY,2832,Commodities/Supplies,,0,2832,30150,OPEN,01/10/2012,04/09/2014,,,No,50250,Authority Contract - Competitive Bid,,,USA,No,80400,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,Yes
1,,13424,0,ORISKANY,165 BASE RD,09/18/2012,COOLANT TANK OUTLET RADIATOR 2004 ORION HYBRID,,0600000000000000000003619,NY,2833,Commodities/Supplies,,0,2833,0,OPEN,09/18/2012,12/17/2014,,80204,Yes,80203.75,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,80203.75,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,26334,ORISKANY,165 BASE RD,04/09/2012,BUMPER EXTENSION SIDE ENGINE DOOR CURBSIDE,,0600000000000000000002585,NY,2834,Commodities/Supplies,,1,2834,26334,OPEN,04/09/2012,07/08/2014,,79800,Yes,53466,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,79800,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,10858.5,ORISKANY,165 BASE RD,04/09/2012,WINDOW ASSEMBLY PASSENGER LOWER DECK - UPPER AND LOWER FIXED DESTINATION SIGN EACH PIECE SHALL BE INDIVIDUALLY PACKAGED IN A CARBOARD BOX AND SHIPPED,,0600000000000000000002611,NY,2835,Commodities/Supplies,,0,2835,10858.5,OPEN,04/09/2012,07/08/2014,,78423,Yes,67564,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,78422.5,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
8,,13424,0,ORISKANY,165 BASE RD,02/04/2013,"PRB121418 85-75-0027 Drum, Brake, Trailing Axle",,,NY,2836,Commodities/Supplies,,0,2836,0,OPEN,11/27/2012,02/26/2014,,,No,77947.5,Authority Contract - Competitive Bid,,,USA,No,77947.5,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,Yes
,,13424,30690,ORISKANY,165 BASE RD,08/27/2010,"C2OM100635 80-25-0028,CONTROL MODULE, HY",,,NY,2837,Commodities/Supplies,,,2837,72540,OPEN,08/27/2010,11/26/2012,,76725,Yes,4185,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,76725,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,0,ORISKANY,165 BASE RD,09/18/2012,COOLANT TANK INLET RADIATOR 2004 ORION HYBRID,,0600000000000000000003614,NY,2838,Commodities/Supplies,,0,2838,0,OPEN,09/18/2012,12/17/2014,,76285,Yes,76285,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,76285,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
,,13424,30692.48,ORISKANY,165 BASE RD,04/19/2010,"C2OMJ090189 91-25-0109    BUMPER, EXTENSION",,,NY,2839,Commodities/Supplies,,,2839,69509.44,OPEN,04/19/2010,07/18/2012,,75828.48,Yes,6319.04,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,75828.48,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
0,,13424,3634.8,ORISKANY,165 BASE RD,02/11/2010,C600926276 BUMPER EXTENSION SIDE ENGINE DOOR CURBS,,,NY,2840,Commodities/Supplies,,0,2840,59368.4,OPEN,02/05/2010,05/04/2012,,75725,No,16356.6,Authority Contract - Non-Competitive Bid,,,USA,No,75725,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,41836.41,ORISKANY,165 BASE RD,03/14/2012,TANK HYDRAULIC,,0600000000000000000002375,NY,2841,Commodities/Supplies,,0,2841,41836.41,OPEN,03/14/2012,06/14/2014,,75704,Yes,33867.57,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,75703.98,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
,,13424,0,ORISKANY,165 BASE RD,03/07/2012,"OM121237 91-25-0109BUMPER, EXT. RADIATOR SIDE ROADSIDE",,,NY,2842,Commodities/Supplies,,,2842,0,OPEN,12/07/2012,03/06/2015,,75226.5,Yes,75226.5,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,75226.5,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
,,13424,0,ORISKANY,165 BASE RD,03/01/2010,C2OM090249 91-17-7064 Exit Door   3,,,NY,2843,Commodities/Supplies,,,2843,6810.48,OPEN,03/01/2010,06/01/2012,,73780.2,Yes,66969.72,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,73780.2,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
0,,13424,7175,ORISKANY,165 BASE RD,01/26/2009,C600885830 PIPE EXHAUST S50 102,,,NY,2844,Commodities/Supplies,,0,2844,73185,OPEN,01/20/2009,12/30/2011,,,No,358.75,Authority Contract - Non-Competitive Bid,,,USA,No,73543.75,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,32006.85,ORISKANY,165 BASE RD,09/30/2011,BRUSH FRONT OF REAR STEPWELL INSTALLEDWITH LIFT-U,,0600000000000000000001287,NY,2845,Commodities/Supplies,,0,2845,32153,OPEN,09/30/2011,09/29/2012,,73075,Yes,40922,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,73075,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
0,,13424,34988.64,ORISKANY,165 BASE RD,07/28/2010,C600943005 MOTOR ASSEMBLY BOOSTER BLOWER,,,NY,2846,Commodities/Supplies,,0,2846,69248.35,OPEN,07/28/2010,10/26/2012,,72893,No,3644.65,Authority Contract - Non-Competitive Bid,,,USA,No,72893,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,35072,ORISKANY,165 BASE RD,06/02/2011,RELAY BLOCK ASSEMBLY ELECTRICAL PANEL MULTIPLEX E ZONE,,0600000000000000000000580,NY,2847,Commodities/Supplies,,0,2847,55552,OPEN,06/02/2011,09/01/2013,,71680,Yes,16128,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,71680,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,17463.6,ORISKANY,165 BASE RD,03/19/2012,TANK ASSEMBLY SURGE STAINLESS STEEL RECTANGULAR,,0600000000000000000002404,NY,2848,Commodities/Supplies,,0,2848,17463.6,OPEN,03/19/2012,06/18/2014,,69854.4,Yes,52390.8,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,69854.4,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,25683.84,ORISKANY,165 BASE RD,12/26/2011,BATTERY DOOR ASSEMBLY PAINTED,,0600000000000000000001608,NY,2849,Commodities/Supplies,,0,2849,25683.84,OPEN,11/29/2011,05/29/2014,,69560.4,Yes,43876.56,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,69560.4,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
0,,13424,9828,ORISKANY,165 BASE RD,04/15/2010,C600933369 VALVE LEVELING ROADSIDE,,,NY,2850,Commodities/Supplies,,0,2850,42497,OPEN,04/15/2010,01/12/2012,,69160,No,26663,Authority Contract - Non-Competitive Bid,,,USA,No,69160,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
,,13424,5852,ORISKANY,165 BASE RD,11/20/2012,"OM121269 91-25-0089 BUMPER, EXTENSION S",,,NY,2851,Commodities/Supplies,,,2851,5852,OPEN,08/20/2012,11/19/2014,,69160,Yes,63308,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,69160,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,32622.2,ORISKANY,165 BASE RD,02/29/2012,BATTERY DOOR ASSEMBLY PAINTED,,0600000000000000000001615,NY,2852,Commodities/Supplies,,0,2852,32622.2,OPEN,11/29/2011,05/29/2014,,69009,Yes,36386.3,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,69008.5,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
,,13424,0,ORISKANY,165 BASE RD,04/08/2010,C2OMJ090435 97-79-2499 Radiator/Cool Assm.,,,NY,2853,Commodities/Supplies,,,2853,20670,OPEN,04/08/2010,07/07/2012,,68900,Yes,48230,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,68900,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
0,,13424,25245,ORISKANY,165 BASE RD,08/23/2010,C600944694 PUMPSET TRIPLE VITON,,,NY,2854,Commodities/Supplies,,0,2854,66555,OPEN,08/16/2010,11/16/2012,,68850,No,2295,Authority Contract - Non-Competitive Bid,,,USA,No,68850,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
1,,13424,51091.56,ORISKANY,165 BASE RD,08/02/2011,PUMP TANDEM,,0600000000000000000000932,NY,2855,Commodities/Supplies,,0,2855,65829.51,OPEN,08/02/2011,11/04/2013,,68777.1,Yes,2947.59,Authority Contract - Non-Competitive Bid,,Sole Source,USA,No,68777.1,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
0,,13424,34368.62,ORISKANY,165 BASE RD,09/27/2010,C600948553 PANEL ASSEMBLY TAIL LIGHT ROADSIDE,,,NY,2856,Commodities/Supplies,,0,2856,68173.82,OPEN,09/27/2010,12/27/2012,,68737.24,No,563.42,Authority Contract - Non-Competitive Bid,,,USA,No,68737.24,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,No
9,,13424,32516.08,ORISKANY,165 BASE RD,04/09/2012,"J111019 85-43-0080: DRUM, REAR BRAKE. MATERIAL MUST CONFORM TO SAE 431 GRADE G11H2OB SPECIFICATION. NOTE: TH",,,NY,2857,Commodities/Supplies,,0,2857,32516.08,OPEN,01/23/2012,04/22/2013,,,No,36041.92,Authority Contract - Competitive Bid,,,USA,No,68558,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,Yes
3,,13424,8330,ORISKANY,165 BASE RD,11/29/2011,KIT VAPOR IMPROVEMENT FOR DOOR ENGINE,,0600000000000000000001609,NY,2858,Commodities/Supplies,,0,2858,8330,OPEN,11/29/2011,02/28/2014,,,No,59976,Authority Contract - Competitive Bid,,,USA,No,68306,Yes,NYS,DAIMLER BUSES NORTH AMERICA INC.,Yes
